英文名稱,中文名稱,生歿年,國籍,專長
"Shepherd, Arthur","謝波德,亞瑟",1880-1958,美國,樂評；作曲
"Sheppard(Shepherd), John","謝帕德,約翰",ca.1515-1558(1560?),英國,作曲
"Sheppard, Honor","謝帕德,歐諾",1931-,英國,聲樂
"Shera, Frank Henry",謝拉,1852-1956,英國,作曲
"Sheram, Gousan",謝拉姆,1857-1938,亞美尼亞,作曲
"Sheridan, Margaret",謝莉丹,1889-1958,英國,聲樂
"Sheriff, Noam",謝立夫,1935-,以色列,作曲
"Sherman, Alec",謝爾曼,1907-,英國,小提琴；指揮
"Sherwood, Gordon",謝伍德,1929-,美國,作曲
"Shibata, Minao",柴田南雄,1916-1996,日本,作曲
"Shield, William",席爾德,1748-1829,英國,作曲；中提琴
"Shields, Alice",席爾茲,1943-,美國,作曲
"Shifrin, Seymour",席弗林,1926-1979,美國,作曲
"Shimizu, Osamu",清水修,1911-1986,日本,作曲
"Shimono, Tatsuya",下野龍也,1969-,日本,指揮
"Shiner, Emily",辛娜,1862-1901,英國,小提琴
"Shinozaki, Yasuo",篠崎靖男,1968-,日本,聲樂；指揮
"Shirley, George",席爾利,1934-,美國,聲樂
"Shirley-Quirk, John",席爾利－奎克,1931-,英國,聲樂
"Shoot, Vladislav",舒特,1941-,俄國,作曲
"Shostakovich, Dmitri(Dmitry)","蕭斯塔科維契,德米特里",1906-1975,俄國,作曲
"Shostakovich, Maxim","蕭斯塔科維契,馬克辛",1938-,俄國,指揮；鋼琴
"Shuard, Amy",舒華德,1924-1975,英國,聲樂
"Sibelius, Jean",西貝流士,1865-1957,芬蘭,作曲
"Sieber, Ferdinand",齊貝爾,1822-1895,奧地利,聲樂教育
"Siegmeister, Elie",齊格麥斯特,1909-1991,美國,作曲
"Siems, Margarethe",齊姆絲,1879-1952,德國,聲樂
"Siepi, Cesare",謝皮,1923-,義大利,聲樂
"Sigtenhorst Meyer, Bernhard van den",席登霍斯特梅耶,1888-1953,荷蘭,作曲
"Siki, Bela",席基,1923-,瑞士,鋼琴
"Sikorski, Kazimierz","席科爾斯基,卡濟米耶茲",1895-1986,波蘭,作曲
"Sikorski, Tomasz","席科爾斯基,托瑪斯",1939-1988,波蘭,作曲
"Silas, Edouard",席拉斯,1827-1909,荷蘭,鋼琴；作曲
"Silk, Dorothy",席爾可,1883-1942,英國,聲樂
"Sills, Beverly",席爾絲,1929-2007,美國,聲樂
"Siloti(Ziloti), Alexander",席洛悌,1863-1945,俄國,鋼琴；指揮；作曲
"Silt, Hans",席爾特,1850-1922,捷克,小提琴；指揮；作曲
"Silveri, Paolo",席威利,1913-2008,義大利,聲樂
"Silverstein, Joseph",席威爾斯坦,1932-,美國,小提琴；指揮
"Silvestri, Constantin",席維斯特利,1913-1969,英國,指揮；鋼琴；作曲
"Silvestrov, Valentin",席威斯特洛夫,1937-,烏克蘭,作曲
"Simionato, Giulietta",席繆娜托,1910-,義大利,聲樂
"Simon, Abbey",賽門,1922-,美國,鋼琴
"Simoneau, L?opold",席摩諾,1918-2006,加拿大,聲樂
"Simonovich, Alejandro",席摩諾維契,1964-,阿根廷,作曲
"Simpson, Christopher","辛普森,克利斯朵夫",ca.1605-1669,英國,作曲
"Simpson, Daniel Leo","辛普森,丹尼爾",1950-,美國,作曲
"Simpson, Nicholas","辛普森,尼可拉斯",1958-,美國,作曲
"Simpson, Robert","辛普森,羅伯特",1921-1997,英國,作曲；音樂學
"Simpson, Thomas","辛普森,湯瑪斯",1582-1628,英國,作曲
"Sinclair, George Robertson","辛克萊爾,喬治",1863-1917,英國,管風琴；指揮
"Sinclair, Monica","辛克萊爾,摩尼卡",1925-2002,英國,聲樂
"Sinding, Christian",辛定,1856-1941,挪威,作曲
"Sinigaglia, Leone",席尼加利亞,1868-1894,義大利,作曲
"Sinisalo, Helmer-Rayner",席尼沙羅,1920-1989,俄國,作曲
"Sisask, Urmas",席薩斯克,1960-,愛沙尼亞,作曲
"Sivori, Camillo",席沃瑞,1815-1894,義大利,小提琴；作曲
"Sj?gren, Emil",薛格倫,1853-1918,瑞典,作曲
"Skalkottas, Nikos (Nikolas)",斯卡科塔斯,1904-1949,希臘,作曲；小提琴
"Skempton, Howard",斯坎普頓,1947-,英國,作曲
"Skilton, Charles sanford",斯基爾頓,1868-1941,美國,作曲
"Skinner, James Scott",斯金納,1843-1927,英國（蘇格蘭）,小提琴
"Skrowaczewski, Stanislaw",斯克羅瓦切夫斯基,1923-,美國,指揮；作曲
"Skrzypczak, Bettina",斯克齊普札克,1962-,波蘭,作曲
"Slatkin, Leonard",斯拉特金,1944-,美國,指揮；鋼琴
"Slavick?, Milan",斯拉維奇,1947-,捷克,作曲
"Slezak, Leo",斯雷札克,1873-1946,奧地利,聲樂
"Slivinski, Joseph von",斯利文斯基,1865-1930,波蘭,鋼琴
"Slobodskaya, Oda",斯洛波德絲卡亞,1888-1970,俄國,聲樂
"Slonimsky, Nicolas","斯洛寧姆斯基,尼古拉",1894-1995,俄國,指揮；作曲；音樂學
"Slonimsky, Sergei(y)","斯洛寧姆斯基,瑟蓋伊",1932-,俄國,作曲
"Sloper, Lindsay",斯洛波,1826-1887,英國,鋼琴；作曲
"Smallens, Alexander",斯莫倫斯,1889-1972,美國,指揮
"Smalley, Roger",斯莫利,1943-,英國,作曲；鋼琴
"Smallman, Basil",斯莫曼,1921-,英國,鋼琴；指揮
"Smareglia, Antonio",斯馬雷利亞,1854-1929,義大利,作曲
"Smart, George",斯馬特,1776-1867,英國,指揮；作曲；管風琴
"Smeets, Jos (Jozef Johannes Helena)",斯密茲,1960-,荷蘭,作曲
"Smetana, Bedrich",斯梅塔納,1824-1884,捷克,作曲
"Smeterlin, Jan",斯梅特林,1892-1967,英國,鋼琴
"Smit, Leo",斯密特,1921-1999,美國,作曲；鋼琴
"Smit, Leo",斯密特,1900-ca.1943,荷蘭,作曲
"Smith, Alice Mary","斯密士,艾莉絲",1839-1884,英國,作曲
"Smith, Carleton Sprague","斯密士,卡爾頓",1905-1994,美國,音樂學
"Smith, Chris","斯密士,克利斯",1967-,英國（蘇格蘭）,作曲
"Smith, Cyril","斯密士,希利爾",1909-1974,英國,鋼琴
"Smith, David Stanley","斯密士,大衛",1877-1949,美國,作曲；指揮
"Smith, John Stafford","斯密士,約翰",1750-1836,英國,音樂學；作曲
"Smith, Julia","斯密士,茱莉亞",1911-1989,美國,作曲；鋼琴
"Smith, Robert W.","斯密士,羅伯特",1958-,美國,作曲
"Smith, Ronald","斯密士,羅納德",1922-,英國,鋼琴；作曲
"Smith, Russell","斯密士,羅瑟爾",1927-,美國,作曲
"Smith, William","斯密士,威廉",1881-1972,英國,音樂學
"Smith-Brindle, Reginald",斯密士－布林朵,1917-2003,英國,作曲；吉他
"Smyth, Ethel Mary",斯密絲,1858-1944,英國,作曲
"Soares da Costa, Rui",索阿列斯‧達‧柯斯達,1958-,葡萄牙,作曲
"Sobrino, Carlos",索布利諾,1861-1927,義大利,鋼琴
"S?derman, Johan August",佘德曼,1832-1876,瑞典,作曲
"S?derstr?m, Elisabeth",佘德斯特蓉,1927-,瑞典,聲樂
"Soga, Daisuke",曾我大介,1965-,日本,指揮
"Sogomonian, Sogomon",索果摩尼安,1869-1935,土耳其,作曲
"Sohal, Naresh",索哈爾,1939-,印度,作曲
"Sokoloff, Nikolay","索科洛夫,尼古拉",1886-1965,美國,指揮；小提琴
"Sokolov, Nikolay Alexandrovich","索科洛夫,尼古拉‧亞力山德羅維契",1859-1922,俄國,作曲
"Solare, Juan Mar?a",索拉雷,1966-,阿根廷,作曲
"Soldat, Marie",索妲特,1963-1955,奧地利,小提琴
"Soler, Antonio",索列爾,1729-1783,西班牙,作曲；管風琴
"Sollberger, Harvey",索貝爾格爾,1938-,美國,作曲
"Solomons, David Warin",索羅蒙斯,1953-,英國,作曲
"Solov'yov-Sedoy, Vasily",索洛維耶夫－瑟多伊,1907-1979,俄國,作曲
"Solti, Georg",蕭提,1912-1997,英國,指揮；鋼琴
"Somers, Harry Stewart",薩莫斯,1925-1999,加拿大,作曲；鋼琴
"Somervell, Arthur",薩莫威爾,1863-1937,英國,作曲
"Sommer, Raphael","梭莫,拉斐爾",1937-2001,捷克,大提琴
"Sommer, Vladimir","梭莫,弗拉迪米爾",1921-1997,捷克,作曲
"Sondheim, Stephen",桑德海姆,1930-,美國,作曲；歌詞
"Songtag, Henriette",宋塔格,1806-1854,德國,聲樂
"Sonneck, Oscar",桑內克,1873-1928,美國,音樂學
"Sons, Maurice",宋斯,1857-1942,荷蘭,小提琴
"Sonzogno, Edoardo","宋佐紐,艾朵阿多",1836-1920,義大利,音樂出版
"Sonzogno, Giulio Cesare","宋佐紐,朱利歐",1906-1976,義大利,作曲
"So?s, Andr?s",蘇斯,1954-,匈牙利,作曲
"Sor, Fernando",梭爾,1778-1839,西班牙,吉他；作曲
"Sorabji, Kaikhosru Shapurji",索拉布吉,1892-1988,英國,鋼琴；作曲；音樂學
"Sorge, Georg Andreas",索爾葛,1703-1778,德國,作曲
"Soriano, Gonzalo",索利阿諾,1913-1972,西班牙,鋼琴
"Soro, Enrique",梭羅,1884-1954,智利,作曲；指揮
"Sorozabal, Pablo",梭羅撒巴爾,1897-1988,西班牙,作曲
"Souris, Andre",蘇里,1899-1970,比利時,作曲；指揮
"Sousa, John Philip",蘇沙,1854-1932,美國,軍樂作曲；指揮
"Souster, Tim",蘇斯特,1943-,英國,作曲
"Souzay, Gerard",蘇宰,1918-2004,法國,聲樂
"Sowash, Rick",梭瓦許,1950-,美國,作曲
"Sowerby, Leo",梭爾比,1895-1968,美國,作曲
"Spagnoletti, Paolo",斯帕紐雷第,1768-1834,義大利,小提琴
"Spalding, Albert",斯包定,1888-1953,美國,小提琴；作曲
"Speaks, Oley",斯匹克斯,1874-1948,美國,聲樂；作曲
"Speer, Georgy Daniel",許佩爾,1636-1707,德國,作曲
"Spelman, Timothy",斯培曼,1891-1970,美國,作曲
"Spendiaryan, Alexander",斯朋迪亞利安,1871-1928,美國,作曲
"Spiering, Theodore",斯匹林,1871-1925,美國,小提琴；指揮
"Spies, Claudio",斯匹司,1925-,美國,作曲；指揮
"Spindler, Fritz",許平德勒,1817-1905,德國,鋼琴
"Spinner, Leopold",許平納,1906-1980,奧地利,作曲
"Spisak, Michal",斯匹薩克,1914-1965,波蘭,作曲
"Spitta, Philipp",許匹塔,1841-1894,德國,音樂史學；著作
"Spivakovsky, Tossy",斯匹瓦科夫斯基,1906-1998,俄國,小提琴
"Spohr, Ludwig (Louis)",許伯爾,1784-1859,德國,小提琴；作曲；指揮
"Spontini, Gaspare (Luigi)",斯朋悌尼,1774-1851,義大利,作曲；指揮
"Sprague, Frank",斯普拉格,1969-,美國,作曲
"Squire, William",斯奎爾,1855-1927,英國,音樂學；作曲
"St. Germaine, Arthur",聖哲曼,1919-,美國,作曲
"Stabile, Mariano",斯塔必列,1888-1968,義大利,聲樂
"Stader, Maria",史塔黛,1911-1999,瑞士,聲樂
"Stadlen, Peter",史塔德倫,1910-1996,英國,鋼琴；音樂學
"Staempfli, Edward",史坦夫利,1908-2002,瑞士,作曲
"Stainer, John",斯泰納,1840-1901,英國,音樂學；作曲
"Stalheim, Jostein",斯塔海姆,1960-,挪威,作曲
"Stamitz(Stamic), Johann","史塔米茲,約翰",1717-1757,捷克,小提琴；作曲
"Stamitz, Carl","史塔米茲,卡爾",1745-1801,捷克,作曲；小提琴
"Standford, Patric",史丹德福特,1939-,英國,作曲
"Stanford, Charles Villiers",史丹福特,1852-1924,愛爾蘭,作曲；指揮
"Stanley, John",史丹利,1712-1786,英國,作曲；管風琴
"Stants, Iet",史丹茲,1903-1968,荷蘭,作曲
"Starer, Robert",史塔瑞,1924-2001,美國,作曲
"Stark, Marilynn",斯塔克,1950-,美國,作曲
"Starker, Janos",史塔克,1924-,美國,大提琴
"Starokadomsky, Mikhail",斯塔洛卡多姆斯基,1901-1954,俄國,作曲
"Starzer, Josef",許塔策,ca.1726-1787,奧地利,作曲；小提琴
"Statkowsky, Roman",斯塔科夫斯基,1859-1925,波蘭,作曲
"Stavenhagen, Bernard",許塔文哈根,1862-1914,德國,鋼琴；指揮
"Steadman, Robert",斯泰德曼,1965-,英國,作曲
"Stearns, Peter Pindar",斯特恩斯,1931-,美國,作曲
"Steber, Eleanor",斯蒂伯,1916-1990,美國,聲樂
"Steel, Christopher",斯悌爾,1939-1991,英國,作曲
"Steele, John",斯提勒,1929-,紐西蘭,音樂學
"Steenhuisen, Paul",斯提恩惠森,1965-,加拿大,作曲
"Stefan, Paul","許特方,保羅",1879-1943,奧地利,音樂學
"Stefano, Giuseppe di",斯提法諾,1921-,義大利,聲樂
"Steffan, Ernest","許特方,厄內斯特",1896-1967,奧地利,作曲
"Steffani, Agostino",斯泰法尼,1654-1728,義大利,作曲
"Steggall, Charles",斯悌戈爾,1826-1905,英國,管風琴；作曲
"Stehle, Sophie",許泰勒,1838-1921,德國,聲樂
"Steibelt, Daniel",許泰貝爾特,1765-1823,德國,作曲；鋼琴
"Steiger, Rand",斯泰格,1957-,美國,作曲
"Stein, Erwin","許坦,厄文",1885-1958,奧地利,音樂學；著作
"Stein, Fritz William","許坦,弗利茲",1879-1961,德國,音樂學；指揮
"Stein, Richard Heinrich","許坦,理查",1882-1942,德國,作曲
"Steinbach, Emil","許坦巴赫,愛彌爾",1849-1919,德國,指揮
"Steinbach, Fritz","許坦巴赫,弗利茲",1855-1916,德國,指揮
"Steinberg, Maximilian",史坦貝格,1883-1946,俄國,作曲
"Steinberg, William",斯坦貝格,1899-1978,美國,指揮
"Steiner, Max",許泰納,1888-1971,美國,作曲
"Steinert, Alexander Lang",斯泰奈特,1900-1982,美國,指揮；鋼琴；作曲
"Steinway, Heinrich",史坦威,1797-1871,德國,鋼琴製造
"Stenhammar, Wilhelm Eugen",史登哈瑪,1871-1927,瑞典,作曲；指揮
"Stephan, Naomi","斯提芬,納歐米",1938-,美國,作曲
"Stephan, Rudi","許特方,路迪",1887-1915,德國,作曲
"Stephen, David","斯提芬,大衛",1869-1946,英國,管風琴；作曲
"Stephens, Catherine",斯提芬絲,1794-1882,英國,聲樂
"Steptoe, Roger",斯特普托,1953-,英國,作曲；鋼琴
"Sterling, Antoinette",斯特玲,1850-1904,美國,聲樂
"Stern, Isaac",斯特恩,1920-2001,美國,小提琴
"Stern, Julius",許特恩,1820-1883,德國,指揮；作曲
"Steuermann, Eduard",斯托爾曼,1892-1964,美國,鋼琴；作曲
"Stevens, Bernard","斯提文斯,貝納德",1916-1983,英國,作曲
"Stevens, Denis","斯提文斯,丹尼斯",1922-2004,英國,小提琴；音樂學
"Stevens, Halsey","斯提文斯,哈西",1908-1989,美國,作曲；音樂學
"Stevens, Horace","斯提文斯,霍瑞斯",1876-1950,澳大利亞,聲樂
"Stevens, James","斯提文斯,詹姆士",1923-,英國,作曲
"Stevens, Paul","斯提文斯,保羅",1923-,英國,作曲
"Stevens, Richard","斯提文斯,理查",1757-1837,英國,作曲；管風琴
"Stevens, Ris?","斯提文斯,瑞瑟",1913-,美國,聲樂
"Stevenson, John","斯提文森,約翰",1761-1833,愛爾蘭,作曲
"Stevenson, Ronald","斯提文森,羅納德",1928-,英國,作曲；鋼琴
"Stewart, Thomas",斯徒華,1928-2006,美國,聲樂
"Stich-Randall, Teresa",斯蒂琪－藍道,1927-2007,美國,聲樂
"Stiedry, Fritz",斯提德利,1883-1968,美國,指揮
"Stignani, Ebe",斯蒂尼雅尼,1904-1974,義大利,聲樂
"Stiles-Allen, Lilian",斯提勒斯－艾倫,1896-1982,英國,聲樂
"Still, Robert","斯提爾,羅伯特",1910-1971,英國,作曲
"Still, William Grant","斯提爾,威廉",1895-1978,美國,作曲
"Stock, Frederick",史托克,1872-1942,美國,作曲；指揮
"Stockhausen, Franz","史托克豪森,弗朗茲",1789-1868,德國,豎琴；作曲
"Stockhausen, Julius","史托克豪森,尤流斯",1826-1906,德國,聲樂
"Stockhausen, Karlheinz","史托克豪森,卡爾海因茲",1928-2007,德國,作曲
"Stockmarr, Johanna",史托蔻瑪爾,1869-1944,丹麥,鋼琴
"Stoessel, Albert",斯托瑟,1894-1943,美國,小提琴；指揮；作曲
"Stoeving, (Carl Heinrich) Paul",斯托溫,1861-1948,美國,小提琴；作曲
"Stojowski, Sigismund",史托霍夫斯基,1870-1946,美國,鋼琴；作曲
"Stoker, Richard",斯托克,1938-,英國,作曲
"Stokowski, Leopold",史托科夫斯基,1882-1977,美國,指揮
"Stolow, Meyer",斯托洛,1929-,加拿大,小提琴
"Stolz, Robert","史托茲,羅伯特",1880-1975,奧地利,作曲
"Stolz, Teresa","史托茲,泰雷莎",1834-1902,捷克,聲樂
"Stolze, Gerhard",史托澈,1926-1979,德國,聲樂
"St?lzel, Gottfried Heinrich",史特澈,1690-1749,德國,作曲
"Storace, Anna","斯托瑞斯,安娜",1766-1817,英國,作曲
"Storace, Stephen","斯托瑞斯,史提芬",1763-1796,英國,作曲
"Stover, Franklin",斯托沃,1953-,美國,作曲
"Stradella, Alessandro",斯特拉德拉,1639-1682,義大利,作曲
"Stradivari, Antonio",斯特拉第瓦利,1644-1737,義大利,小提琴製作
"Straesser, Joep (Joseph Willem Frederik)",史特雷瑟,1934-2004,荷蘭,作曲
"Straeten, Edmond van der",范德史特瑞登,1826-1895,比利時,音樂學
"Strahan, Derek",斯特拉罕,1935-,馬來西亞,作曲
"Strang, Gerald",斯特朗,1908-1983,美國,作曲
"Stransky, Josef",斯特朗斯基,1872-1936,捷克,指揮
"Stratas, Teresa",斯特拉塔絲,1938-,加拿大,聲樂
"Strategier, Herman",斯特拉特基爾,1912-1988,荷蘭,作曲
"Stratton, George",斯特拉頓,1897-1954,英國,小提琴
"Straube, Karl",史特勞伯,1873-1950,德國,管風琴；指揮
"Straus, Oscar","史特勞斯,奧斯卡",1870-1954,奧地利,作曲家；指揮
"Strauss Jr., Johann(II)","史特勞斯二世,約翰",1825-1899,奧地利,作曲；指揮；小提琴
"Strauss Sr., Johann(I)","史特勞斯一世,約翰",1804-1849,奧地利,作曲；指揮；小提琴
"Strauss, Eduard","史特勞斯,愛德華",1835-1916,奧地利,作曲；指揮
"Strauss, Franz","史特勞斯,弗朗茲",1822-1905,德國,法國號；作曲
"Strauss, Josef","史特勞斯,約瑟夫",1827-1870,奧地利,作曲
"Strauss, Richard","史特勞斯,理查",1864-1949,德國,作曲；指揮
"Stravinsky, Igor","斯特拉溫斯基,伊果",1882-1971,俄國,作曲；指揮；鋼琴
"Stravinsky, Svyatoslav","斯特拉溫斯基,斯維亞托斯拉夫",1910-1994,俄國,鋼琴
"Streich, Rita",史特萊希,1920-1987,德國,聲樂
"Strepponi, Giuseppina",斯特利特曼,1815-1897,義大利,聲樂
"Strietman, Willem",斯特利特曼,1918-2001,荷蘭,作曲
"Stringfield, Lamar",斯俊費爾德,1897-1959,美國,作曲；長笛；指揮
"Stringham, Edwin John",斯俊漢,1890-1974,美國,作曲
"Strong, George Tembleton",斯壯,1856-1948,美國,作曲
"Strozzi, Barbara",斯特羅濟,1619-1677,義大利,作曲
"Strube, Gustav",斯徒路伯,1867-1953,美國,作曲；小提琴；指揮
"Struempel, Gustav Hanns",斯徒倫佩爾,1855-1927,俄國,作曲
"Strungk, Nicolaus Adam",斯徒倫克,1640-1700,德國,作曲
"Strunk, Richard",斯創克,1957-,美國,作曲
"Stuart, Leslie",斯徒華,1864-1928,英國,作曲；管風琴
"Stuckenschmidt, Hans Heine",史徒肯施密特,1901-1988,德國,音樂學
"Subotnick, Morton",薩伯特尼克,1933-,美國,作曲；豎琴
"Such, Henry",薩奇,1872-1920,英國,小提琴
"Sucher, Josef","蘇赫爾,約瑟夫",1843-1908,匈牙利,指揮；作曲
"Sucher, Rosa","蘇赫爾,羅莎",1849-1927,德國,聲樂
"Suchon, Eugen",蘇雄,1908-1993,斯洛伐克,作曲
"Suckling, Norman Charles",薩克林,1904-,英國,鋼琴；作曲
"Sugano, Makiko",菅野真貴子,1967-,日本,女高音
"Sug?r, Rezs?",蘇格,1919-1988,匈牙利,作曲
"Sugawa, Nobuya",須川展也,1961-,日本,薩克斯風
"Suggia, Guilhermina",蘇姬亞,1888-1950,葡萄牙,大提琴
"Suk, Josef(I)","蘇克一世,約瑟夫",1874-1935,捷克,小提琴；作曲
"Suk, Josef(II)","蘇克二世,約瑟夫",1929-2011,捷克,小提琴；指揮
"?ulek, Stjepan",許雷克,1914-1986,克羅埃西亞,作曲
"Sullivan, Arthur",薩利文,1842-1900,英國,作曲；指揮
"Sumsion, Herbert Whitton",桑迅,1899-1995,英國,管風琴；指揮；作曲
"Sunderland, Susan",桑德蘭,1819-1905,英國,聲樂
"Supervia, Conchita",蘇貝維亞,1895-1936,西班牙,聲樂
"Supp?, Franz von",蘇佩,1819-1895,奧地利,作曲；指揮
"Surinach, Carlos",蘇里納奇,1915-1997,西班牙,作曲；指揮
"Susa, Conrad",蘇薩,1935-,美國,作曲
"Suslin, Victor",蘇斯林,1942-,俄國,作曲
"Susman, William",蘇斯曼,1960-,美國,作曲
"Susskind, Walter",蘇斯金德,1913-1980,英國,指揮
"S?ssmayr, Franz Xaver",居斯麥耶,1766-1803,奧地利,作曲
"Sutermeister, Heinrich",蘇特麥斯特,1910-1995,瑞士,作曲
"Suthaus, Ludwig",祖陶斯,1906-1971,德國,聲樂
"Sutherland, Joan",薩瑟蘭,1926-2010,澳大利亞,聲樂
"Suwanai, Akiko",諏訪內晶子,1968-,日本,小提琴
"Suzuki, Daisuke",鈴木大介,1970-,日本,吉他
"Suzuki, Shinichi",鈴木鎮一,1898-1998,日本,音樂教育；提琴製作
"Svanholm, Set",史旺宏,1904-1964,瑞典,聲樂
"Svendsen, Johan",史溫森,1840-1911,挪威,小提琴；作曲；指揮
"Svetlanov, Yevgeny",斯威特拉諾夫,1928-2002,俄國,指揮；作曲
"Sviridov, Georgi Vasilievich",斯維利朵夫,1915-1998,俄國,作曲；鋼琴
"Svoboda, Tomas",史沃伯達,1939-,美國,作曲
"Swanson, Howard",斯旺森,1907-1978,美國,作曲
"Swarowsky, Hans",史瓦洛夫斯基,1899-1975,奧地利,指揮
"Swarthout, Gladys",斯華桃特,1904-1969,美國,聲樂
"Swayne, Giles",斯威恩,1946-,英國,作曲；指揮
"Sweelinck, Jan Pieterszoon",史維林克,1562-1621,荷蘭,作曲；管風琴
"Swerts, Piet",史威爾茲,1960-,比利時,作曲
"Swet, Jules de",史威特,1843-1891,比利時,大提琴；作曲
"Sygietynski, Antoni",許基廷斯基,1850-1923,波蘭,音樂學
"Szabelski, Boleslaw",薩貝爾斯基,1896-1979,波蘭,作曲
"Szabo, Ferenc",薩伯,1902-1969,匈牙利,作曲
"Szalowski, Antoni",薩洛夫斯基,1907-1973,波蘭,作曲
"Szanto, Theodor",桑托,1877-1934,匈牙利,鋼琴
"Sze, Yi-Kwei",斯義桂,1919-1994,中國,聲樂
"Sz?kely, Endre","塞克宜,安德列",1912-1989,匈牙利,作曲
"Sz?kely, Zolt?n","塞克宜,佐坦",1903-2001,匈牙利,小提琴
"Szelenyi, Istvan",塞倫宜,1904-1972,匈牙利,作曲
